smiles,theavy-atom,chiral-center,Rings,Aromatic-Rings,Rotatable-Bonds,Fsp3
CN(C)CCCn1c(=N)n(-c2ccc(F)cc2)c(=N)c2cc(C(=O)Nc3ccc(F)cc3)ccc21,35,0,4,4,7,0.19230769230769232
CCCc1nc2c(c(=O)c3cc4c(cc3n2C)OCO4)c(=N)n1CCN1CCN(c2ccc(F)cc2)CC1,38,0,6,4,6,0.39285714285714285
N=c1c2cc3cc(O)ccc3nc2ncn1CCN1CCCC1,23,0,4,3,3,0.35294117647058826
CCn1c(=N)c(C(=O)OC)cc2cc3c(=N)n(CCN(C)C)c(=N)n(CC)c3nc21,30,0,3,3,6,0.45
CN(C)CCCn1ccc(=N)c2cc3cc(F)ccc3nc21,22,0,3,3,4,0.29411764705882354
N=c1[nH]c2cnc(NCCN)cc2c2cc(-c3ccncc3)ccc12,25,0,4,4,4,0.10526315789473684
Cn1c(=N)c2c(NCC3CCCN3)ncnc2c2cc(C(=O)O)ccc21,26,1,4,3,4,0.3333333333333333
Cn1c2ccc(S(C)(=O)=O)cc2c(=O)c2c(N3CCN(CC(F)(F)F)CC3)ncnc21,31,0,4,3,3,0.42105263157894735
CCN1CCN(c2nc3ccc(C(=O)C(F)(F)F)cc3c(=N)[nH]2)CC1,25,0,3,2,3,0.4375
CCOC(=O)c1cc2c(=N)n3c(nc2n(C)c1=N)CCCC3CN1CCCC1,28,1,4,2,4,0.6
CCOC(=O)c1cc2cc3c(=N)ncn(CCN(C)C)c3nc2c(=N)o1,26,0,3,3,5,0.35294117647058826
N=c1c2cc3c(C(=O)c4ccccc4)c4n(c3nc2ncn1CCN1CCOCC1)CCC4,33,0,6,4,5,0.36
Cc1ccc(S(=O)(=O)c2ccc3c(c2)c(=N)c2c(N)ncnc2n3CCCN(C)C)cc1,32,0,4,4,6,0.2608695652173913
CCOC(=O)c1cc2cc3c(=N)n(-c4ccccc4)c(=O)n(CCN(C)C)c3nc2n(C)c1=N,34,0,4,4,6,0.2916666666666667
N=C1Nc2ncnc(N3CCNCC3)c2C(=O)C1=Cc1ccccn1,25,0,4,2,2,0.23529411764705882
COC(=O)c1ccc2nc3c(cc2c1)c(=N)n(C1CCCN(C)C1)c(=N)n3CCN1CCOCC1,35,1,5,3,5,0.52
CCOC(=O)c1cc2cc3oc(N4CCNCC4)nc(=N)c3cc2oc1=O,27,0,4,3,3,0.3333333333333333
N=c1nc(N2CCNCC2)c2c(=N)oc3cc(C(=O)O)ccc3c2o1,25,0,4,3,2,0.25
CCOC(=O)c1cc2c(=N)n(CCCN(C)C)c(C)nc2n(C)c1=N,25,0,2,2,6,0.5294117647058824
N=c1cc(N2CCCC2)oc2c1ccc1c(=O)n(CCN3CCCC3)ncc12,28,0,5,3,4,0.47619047619047616
CN1CCN(c2nc3cc4c(=N)c5ccccc5n(C)c4cc3c(=N)[nH]2)CC1,28,0,5,4,1,0.2857142857142857
N=c1c2ccc(F)cc2oc2ccnc(NCCN)c12,20,0,3,3,3,0.14285714285714285
Cc1cc(=N)oc2cc3nc(N4CCN(C)CC4)[nH]c(=N)c3cc12,24,0,4,3,1,0.35294117647058826
N=c1oc2cc3cccnc3cc2c2cc3c(cc12)ncn3CCN1CCCC1,29,0,6,5,3,0.2608695652173913
N=c1c2cc(C(N)=O)ccc2oc2ncnc(N3CCNCC3)c12,24,0,4,3,2,0.25
CN1CCN(c2ncnc3c2c(=N)c2cc(C(N)=O)ccc2n3C)CC1,26,0,4,3,2,0.3333333333333333
CCn1c(=N)n(CCN(C)C)c(=N)c2cc3cc(C(=O)O)c(=N)n(C)c3nc21,28,0,3,3,5,0.3888888888888889
CN(C)CCNc1nccc2c(=N)c3ccc(C(=O)O)cc3oc12,24,0,3,3,5,0.23529411764705882
N=c1c2cc3ccc(=N)n(CCN)c3nc2n(CC(F)(F)F)c(=N)n1CCN1CCCC1,32,0,4,3,6,0.5
COC(=O)c1ccc2c(c1)c(=N)c1cc3c(=N)n(C)c(=O)n(C)c3nc1n2CCCN(C)C,33,0,4,4,5,0.34782608695652173
CN(C)CCn1cnc2nc3cc[nH]c(=N)c3cc2c1=N,21,0,3,3,3,0.2857142857142857
CCN=c1c2cc(C(=O)O)ccc2nc2n1CCCN2CCN(C)C,25,0,3,2,5,0.5
Cn1c2ccc(C(=O)c3ccc(Cl)cc3)cc2c(=N)c2c(N3CCNCC3)ncnc21,31,0,5,4,3,0.21739130434782608
Cn1c(=N)c(C(N)=O)cc2c(=N)n(CCCN3CCCCC3)c3ncccc3c21,29,0,4,3,5,0.42857142857142855
CCOC(=O)c1ccc2nc3c(c(=N)n2c1)n(CCN1CCCCC1)c(=N)n3CC,30,0,4,3,6,0.5238095238095238
COC(=O)c1ccc2c(c1)c(=O)c1cc(C(=O)OC)cnc1n2CCN(C)C,28,0,3,3,5,0.3
CN1CCN(c2cc3c(=N)[nH]c4cc(C(N)=O)ccc4c3cn2)CC1,25,0,4,3,2,0.2777777777777778
N=c1[nH]c2c(=NCCN)[nH]c3ccnc(NCCN)c3c2[nH]1,22,0,3,3,5,0.3076923076923077
CCN(CC)CCn1c(=N)c2cc(-c3ccc(C(F)(F)F)cc3)c(C(=O)OC)cc2n(Cc2ccc(C(F)(F)F)cc2)c1=N,44,0,4,4,9,0.3225806451612903
COc1ccc2oc3c4cnn(CCN5CCCCC5)c4n(CC(F)(F)F)c(=N)c3c2c1,32,0,5,4,5,0.45454545454545453
C=CCn1c(=N)c2cnc(N3CCN(C)CC3)nc2n(CC(F)(F)F)c1=N,27,0,3,2,4,0.5
CCn1c(=N)n(CCCN2CCCCC2)c(=N)c2cc(C(=O)NC3CCCCC3)ccc21,32,0,4,2,7,0.64
CC(=O)c1ccc2oc3ncnc(N4CCNCC4)c3c(=N)c2c1,24,0,4,3,2,0.29411764705882354
Cc1nc2c(ccc(=N)n2Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ncn(CCN(C)C)c12,35,0,4,4,5,0.34782608695652173
CN(C)CCCn1c2ccc(S(=O)(=O)N(C)C)cc2c(=N)c2nc3ccccc3nc21,31,0,4,4,6,0.3181818181818182
Cc1cc(=O)oc2cc3oc4ccnc(NCCN)c4c(=N)c3cc12,25,0,4,4,3,0.16666666666666666
N=c1c2cc3c(=N)n(CCN4CCOCC4)c4ncccc4c3cc2ncn1CCN1CCOCC1,36,0,6,4,6,0.46153846153846156
c1cncc(-c2ccc3ncc4c(N5CCNCC5)ncnc4c3c2)c1,26,0,5,4,2,0.2
N=c1oc(N2CCCCC2)nc2cc3c(=N)oc(N4CCNCC4)nc3cc12,28,0,5,3,2,0.47368421052631576
COC(=O)c1ccc2c(c1)c(=N)c1c(N)ncnc1n2CCCN(C)C,26,0,3,3,5,0.3333333333333333
CN(C)CCn1cnc2c(c(=N)c3cc(C(=O)c4ccccc4)ccc3n2CCN(C)C)c1=N,34,0,4,4,8,0.3076923076923077
CC(=O)c1ccc2oc3nc(N4CCN(C)CC4)ncc3c(=N)c2c1,25,0,4,3,2,0.3333333333333333
N=c1c2ccc(C(N)=O)cc2oc2ccnc(N3CCNCC3)c12,24,0,4,3,2,0.23529411764705882
CN(C)CCn1c2ccccc2c(=N)c2cc3cc(C(=O)O)ccc3nc21,27,0,4,4,4,0.19047619047619047
CC(=O)c1cccc(-n2cnc3c(cnn3CCN)c2=N)c1,22,0,3,3,4,0.2
N=c1c2cc3cc4c(cc3nc2nc(N2CCNCC2)n1Cc1ccccc1F)OCO4,32,0,6,4,3,0.2608695652173913
CN(C)CCNc1ncnc2c1cnc1ccc(C(=O)c3ccccc3)cc12,28,0,4,4,6,0.18181818181818182
CN(C)CCSc1nc2c(c(=O)c3cc(C(=O)O)ccc3n2C)c(=N)n1-c1ccccc1,32,0,4,4,6,0.21739130434782608
Cn1c2nc3ncccc3c(=O)c-2cc2c(N3CCNCC3)ncnc21,26,0,5,2,1,0.2777777777777778
CN1CCN(c2nc3nc4c(cc3c(=N)n2C)c(=N)n(C)c(=O)n4C)CC1,27,0,4,3,1,0.47058823529411764
N=c1ccn(CCN2CCCCC2)c2nc3ccc(C(=O)Nc4ccccc4)cc3cc12,32,0,5,4,5,0.2692307692307692
Cn1c(=O)[nH]c2cc3c(=N)n(CCN4CCOCC4)c(N4CCCC4)nc3cc2c1=N,31,0,5,3,4,0.5238095238095238
CN1CCN(c2nc(N3CCN(C)CC3)c3c(=O)c4cc(S(=O)(=O)N(C)C5CCCCC5)ccc4n(C)c3n2)CC1,41,0,6,3,5,0.6206896551724138
N=c1c(C#CCCO)cc2c(N3CCNCC3)ncnc2n1-c1ccc(F)cc1,29,0,4,3,3,0.2857142857142857
CCOC(=O)c1ccc2c(=N)n(CCN3CCC(n4ncnc4C)CC3)c(=N)n(C)c2c1,32,0,4,3,6,0.5
Cn1c(=N)c2ccc(S(=O)(=O)N3CCCCC3)cc2c2c(=N)n(CCN3CCCCC3)cnc21,34,0,5,3,5,0.5416666666666666
CN(C)CCn1c2cc3ncccc3cc2c(=N)c2c(N3CCNCC3)ncnc21,30,0,5,4,4,0.36363636363636365
COCCCn1c(N2CCN(c3ccccn3)CC2)nc2cc3c(cc2c1=N)c(=N)n(C)c(=O)n3C,36,0,5,4,6,0.4
COC(=O)c1ccc2c(=N)c3c(N4CCN(C)CC4)nccc3[nH]c2c1,26,0,4,3,2,0.3157894736842105
N=c1[nH]cccc1-c1nc2ccc(S(=O)(=O)N3CCCCC3)cc2c(=O)n1CCCN1CCOCC1,36,0,5,3,7,0.48
N=c1[nH]c2cc3ncccc3cc2c(=N)n1CCNCCn1cccc1,26,0,4,4,6,0.21052631578947367
CCn1c2ccc(C(=O)OC)cc2c(=O)c2c(=N)n3cccc(N4CCNCC4)c3nc21,32,0,5,4,3,0.30434782608695654
CN(C)CCn1cnc2ccc(S(=O)(=O)c3ccccc3)cc2c1=N,25,0,3,3,5,0.2222222222222222
N=c1[nH]c2nc3c(cc2cc1C(N)=O)c(=N)nc(Cl)n3CCN1CCCC1,27,0,4,3,4,0.35294117647058826
CCn1cc(C(N)=O)c(=N)c2cc3nc(C)n(CCN(C)C)c(=N)c3cc21,27,0,3,3,5,0.3684210526315789
CCOC(=O)c1ccc2ncc3c(NCCN(C)C)ncnc3c2c1,25,0,3,3,6,0.3333333333333333
N=c1c2cc(C(=O)NCc3ccccc3)c(=N)n(CCN3CCOCC3)c2nc2n1CCCC2,34,0,5,3,6,0.44
CCOC(=O)c1cc2c(=N)n(CCCN3CCOCC3)c(=S)n(C3CC3)c2n(CC(F)(F)F)c1=N,35,0,4,2,8,0.6363636363636364
CN(C)CCCn1c2ccc(C(=O)N3CCCCC3)cc2c(=N)c2c(=N)n3ccccc3nc21,34,0,5,4,5,0.38461538461538464
N=c1ccn(-c2ccccc2)c2cc3ncn(CCN4CCCC4)c(=N)c3cc12,29,0,5,4,4,0.2608695652173913
CCCn1c(N2CCN(C)CC2)nc2c(c1=N)c(=N)n1cc(-c3ccco3)nc1n2CC,32,0,5,4,5,0.45454545454545453
Cn1c2ccccc2c(=O)c2c(=O)c3cc(S(=O)(=O)N4CCCCC4)ccc3n(CCCN3CCOCC3)c21,39,0,6,4,6,0.4482758620689655
CN(C)CCN(C)c1nccc2c1c(=N)c1cc(C(=O)NCCN3CCCC3)ccc1n2C,33,0,4,3,8,0.48
N=c1c2cc(C(=O)NCCN3CCOCC3)ccc2n(CCN2CCOCC2)c2nc3n(c(=N)c12)CCCC3,39,0,6,3,7,0.5714285714285714
Cn1c2cc3ncccc3cc2c(=O)c2c(=N)n(-c3cccc(F)c3)c(CCN3CCCC3)nc21,35,0,6,5,4,0.25925925925925924
CCOC(=O)c1ccc2nc3n(CCN)c(=N)c4cc(C(=O)OCC)ccc4n3c(=N)c2c1,33,0,4,4,6,0.2608695652173913
CN(C)CCCn1c(=N)c(C(N)=O)cc2cc(S(=O)(=O)N3CCCCC3)ccc21,29,0,3,2,7,0.5
Cn1c2nc(N3CCNCC3)ncc2c(=N)c2ccc(S(C)(=O)=O)c(Cl)c21,27,0,4,3,2,0.35294117647058826
Cc1cc(C(=O)O)cn2c(=N)c3c(=O)n(-c4ccccc4)c(=N)n(CCCN(C)C)c3nc12,33,0,4,4,6,0.2608695652173913
COC(=O)c1ccc2c(c1)c(=O)c1c(=N)n(CCN3CCCCC3)cnc1n2C,29,0,4,3,4,0.42857142857142855
CN1CCN(c2nc(N3CCOCC3)c3cc4ccc(C(F)(F)F)cc4nc3n2)CC1,31,0,5,3,2,0.47619047619047616
CN(C)CCn1c(=N)n(C)c(=N)c2cc3cc4c(nc3nc21)CCCC4=O,27,0,4,3,3,0.42105263157894735
Cn1c(=O)sc2cc3ncn(CCN4CCCCC4)c(=N)c3cc21,24,0,4,3,3,0.47058823529411764
Cn1c(=O)c2cc3ccc(=N)n(CCN4CCCCC4)c3cc2n(C)c1=O,27,0,4,3,3,0.45
CCOC(=O)c1cc2cc3c(nc2n(C)c1=N)n(CCN(CC)CC)c(=N)n1cc(-c2ccccc2)nc31,38,0,5,5,8,0.32142857142857145
CCN(CC)CCNc1ncnc2c1c(=N)c1cc(S(N)(=O)=O)ccc1n2C,28,0,3,3,7,0.3888888888888889
CC(=O)c1cn2c(N3CCCC3)nc(N3CCN(C)CC3)nc2cc1=N,26,0,4,2,3,0.5555555555555556
Cc1nc2cc(=N)c(C(N)=O)cn2c2ncn(CCN3CCCC3)c12,25,0,4,3,4,0.4117647058823529
N=c1c2cc(C(=O)N3CCCCC3)ccc2ncn1CCCN1CCCCC1,28,0,4,2,5,0.5909090909090909
CN(C)CCSc1nc2c(c(=O)c3cc(C(=O)O)ccc3n2C)c(=N)n1Cc1ccc(F)cc1,34,0,4,4,7,0.25
Cc1nc(-c2ccc3c(=N)[nH]ccc3c2)cc(N2CCN(C)CC2)n1,25,0,4,3,2,0.3157894736842105
N=c1c2ccc(C(=O)O)cc2oc2ncnc(NCCN3CCCCC3)c12,27,0,4,3,5,0.3684210526315789
COCCCn1c(=N)n(CCN2CCN(c3ccccc3)CC2)c(=N)c2c(=N)n3c(nc21)N(C)C(=O)C3=O,38,0,5,3,8,0.44
N=c1c2cnc3ccc(-c4ccncc4)cc3c2ncn1CCN1CCCC1,28,0,5,4,4,0.2727272727272727
CC(=O)c1ccc2c(c1)c(=N)c1cccnc1n2CCCN(C)CC(F)(F)F,28,0,3,3,6,0.35
COCCCn1c(=N)n(CCN2CCOCC2)c(=N)c2cc3cc(C(=O)O)c(=N)n(CCN(C)C)c3nc21,38,0,4,3,11,0.56
CCOC(=O)c1ccc2nc3n(CCN(C)C)c(=N)c4cc(C(=O)OCC)ccc4n3c(=N)c2c1,35,0,4,4,7,0.32
CCOC(=O)c1cc2cc3c(=N)ncn(CCN(CC)CC)c3cc2oc1=N,28,0,3,3,7,0.4
CC(=O)c1ccc2c(=N)c3c(N4CCN(C)CC4)ncnc3oc2c1,25,0,4,3,2,0.3333333333333333
N=c1c2ccc(C(=O)O)cc2oc2c1c(N1CCNCC1)nc1ccccc12,28,0,5,4,2,0.19047619047619047
N=c1c2ccc(C(=O)O)cc2n(CCN2CCCC2)c2ncnc(N3CCNCC3)c12,31,0,5,3,5,0.45454545454545453
CN(C)CCCn1c2ccc(S(=O)(=O)N3CCCCC3)cc2c(=N)c2cnc(N3CCN(C)CC3)nc21,37,0,5,3,7,0.5769230769230769
C#CCn1c(=N)c2ccc(=O)n(C3CC3)c2c2c(N3CCN(C)CC3)nc(N3CCC(F)(F)C3)nc21,36,0,6,3,4,0.52
NC(=O)c1cc2cnc(N3CCNCC3)nc2n(C2CC2)c1=NCCN1CCC(F)(F)C1,32,0,5,2,6,0.6190476190476191
CCOC(=O)c1cc2c(=O)c3c(=N)n(C)c(N4CCNCC4)nc3n(C)c2cc1N,30,0,4,3,3,0.4
Cn1c(=N)n(CCN2CCOCC2)c(=N)c2c(=N)n(CCN3CCOCC3)c3cc(F)c(F)cc3c21,36,0,5,3,6,0.5416666666666666
CN(C)CCn1c(=N)n(C)c(=N)c2c(=O)c3ccc(C(=O)O)cc3n(C3CC3)c21,29,0,4,3,5,0.4
Cc1cc(=O)oc2cc3oc(N4CCN(C)CC4)cc(=N)c3cc12,24,0,4,3,1,0.3333333333333333
CN(C)S(=O)(=O)c1ccc2c(=N)n(-c3nc(N)nc(N4CCNCC4)n3)c(=N)n(C)c2c1,32,0,4,3,4,0.3888888888888889
CN(C)CCCn1c(=O)c2c(=N)c3cc(F)c(F)cc3n(C)c2n(CCCN(C)C)c1=O,32,0,3,3,8,0.5
N=c1c2cc(-c3ccncc3)ccc2ncn1CCN1CCCC1,24,0,4,3,4,0.3157894736842105
CCn1c(=O)nc2n(C3CC3)c3ncnc(N4CCNCC4)c3cc-2c1=N,27,0,5,1,3,0.5
Cn1c(=N)c(C#CC(=O)c2ccccc2)cc2c(NCCN)ncnc21,26,0,3,3,4,0.15789473684210525
CN1CCN(c2nc3c(c(=N)c4cccnc4n3CCN3CCOCC3)c(=N)n2Cc2ccccc2)CC1,38,0,6,4,6,0.42857142857142855
Cn1c2ccc(S(C)(=O)=O)cc2c(=N)c2c(=N)n(CCN3CCOCC3)cnc21,29,0,4,3,4,0.42105263157894735
CN1CCN(c2nc3ccc(S(=O)(=O)c4ccc(F)cc4)cc3c(=N)[nH]2)CC1,28,0,4,3,3,0.2631578947368421
COC(=O)c1ccc2c(c1)c(=O)c1c(=N)n3c(nc1n2C)CCC3CN1CCCC1,30,1,5,3,3,0.45454545454545453
CN(C)CCNc1nccc2oc3cc(S(C)(=O)=O)ccc3c(=N)c12,25,0,3,3,5,0.29411764705882354
CC(=O)c1ccc2nc3c(cc2c1)c(=N)ncn3CCCN,22,0,3,3,4,0.25
CN(C)CCn1c2ccc(-c3ccncc3)cc2c2c(N3CCNCC3)ncnc21,30,0,5,4,5,0.34782608695652173
CCOC(=O)c1cc2cc3c(N4CCN(C)CC4)nc(NCCN(C)C)nc3nc2n(C)c1=N,34,0,4,3,7,0.5217391304347826
CC(=O)c1ccc2c(c1)c(=N)c1cc3ccccc3nc1n2CCCN(C)C,28,0,4,4,5,0.2608695652173913
CCn1c2cc(C(=O)OC)ccc2c(=N)c2c(N3CCN(C)CC3)ncnc21,28,0,4,3,3,0.4
COCCCn1c(=N)n(CC2CC3CCN2CC3)c(=N)c2cc3cc(C(=O)O)ccc3nc21,33,1,6,3,7,0.5
CCOC(=O)c1ccc2c(c1)c(=N)c1cc(C(=O)OCC)cnc1n2CC,27,0,3,3,5,0.3
Cc1cc(=O)oc2cc3c(cc12)c(=N)n(CCCN(C)C)c(=N)n3CCCN(C)C,30,0,3,3,8,0.5
COC(=O)c1ccc2c(=N)c3c(=N)n(CCN(C)C)cnc3n(C)c2c1,26,0,3,3,4,0.3333333333333333
CN(C)CCn1c(=N)c2cc(-c3ccncc3)oc2c2c(N)ncnc21,26,0,4,4,4,0.2222222222222222
CCOC(=O)c1cn(CCN2CCOCC2)c2nc3ccc(C(=O)OC)cc3cc2c1=N,32,0,4,3,6,0.391304347826087
CN(C)CCCn1cc(C(N)=O)c(=N)c2cc3ccc(=O)n(C)c3nc21,26,0,3,3,5,0.3333333333333333
CCn1c(=N)c(C(=O)NCc2ccccc2)cc2c(=N)n(CCN(C)C)c3ncccc3c21,33,0,4,4,7,0.28
CCOC(=O)c1c(C)c2cc3cc(C(=O)OC)ccc3nc2n(CCCN(C)C)c1=N,31,0,3,3,7,0.391304347826087
Cn1c(=N)c2cc(S(=O)(=O)N3CCCCC3)c(=N)n(C)c2c2c(N3CCNCC3)nc(N3CCCCC3)nc21,39,0,6,3,4,0.6153846153846154
COC(=O)c1ccc2c(=N)c3c(N4CCN(C)CC4)nccc3n(CC(F)(F)F)c2c1,31,0,4,3,3,0.38095238095238093
Cn1c(=N)c2c(=N)[nH]c(N3CCNCC3)nc2c2cc(S(C)(=O)=O)ccc21,27,0,4,3,2,0.35294117647058826
Cn1c(=N)c(C#Cc2ccc[nH]c2=N)cc2c(N3CCNCC3)ncnc21,27,0,4,3,1,0.2631578947368421
CN(C)CCn1c2ccc(C(=N)N)cc2c(=N)c2cccnc21,23,0,3,3,4,0.23529411764705882
CCCn1c(=N)n(CCN2CCOCC2)c(=N)c2cc3c(=N)[nH]c(N4CCN(C)CC4)nc3nc21,35,0,5,3,6,0.6086956521739131
COC(=O)c1ccc2nc3c(cc2c1)c(=N)n(CCN(C)C)c(=N)n3-c1ccc(F)cc1,32,0,4,4,5,0.21739130434782608
CCN(CC)CCn1c(N2CCN(C)CC2)nc2c(c1=N)c(=N)n(C)c1c2ccc2c3ccccc3n(C)c(=N)c21,41,0,6,5,6,0.41935483870967744
CC(=O)c1ccc2c(c1)c1c(NCCN(C)C)ncnc1n2CCN(C)C,27,0,3,3,8,0.45
N=c1cc(C(=O)O)oc2cc3c(N)nnc(N4CCNCC4)c3cc12,25,0,4,3,2,0.25
CN(C)CCCn1c2ccc(S(N)(=O)=O)cc2c(=N)c2c(NCCN(C)C)ncnc21,31,0,3,3,9,0.45
CCOC(=O)C#Cc1cc2c(NCCN(C)C)ncnc2oc1=N,24,0,2,2,5,0.375
Cn1c2c(cc(C(=O)O)c1=N)C(=N)N(CCN1CCOCC1)c1ccc(C(=O)Nc3ccc(C(F)(F)F)cc3)cc1N2CCN1CCOCC1,50,0,6,3,9,0.4117647058823529
Cc1cccn2c(=N)c3c(=N)c(C#N)cn(CCCN(C)C)c3nc12,25,0,3,3,4,0.3333333333333333
N=c1c2cc3ccccc3nc2n(CCN2CCCCC2)c(=N)n1-c1ccccc1,30,0,5,4,4,0.2916666666666667
Cn1c2ccc(C(N)=O)cc2c(=N)c2c(N3CCNCC3)nc(N3CCNCC3)nc21,31,0,5,3,3,0.42857142857142855
CCOC(=O)c1cc2cc3c(=O)c4ccccc4n(CCCN(C)C)c3nc2n(CCN(C)C)c1=N,36,0,4,4,9,0.4074074074074074
Cn1nnc2c(=N)c3cc4c(F)cnc(N5CCNCC5)c4n(C4CC4)c-3nc21,29,0,6,2,2,0.42105263157894735
CCN(CC)CCNc1ncnc2cc3oc4ccc(OC)cc4c(=N)c3cc12,29,0,4,4,7,0.3181818181818182
N=c1c2c(=O)c3cc4cccnc4cc3n(CCN3CCCCC3)c2ncn1CCN1CCOCC1,36,0,6,4,6,0.48148148148148145
Cc1cc(=O)oc2cc3nc(N4CCN(CC(F)(F)F)CC4)[nH]c(=N)c3cc12,28,0,4,3,2,0.3888888888888889
CCOC(=O)c1ccc2nc3c(cc(C(=O)OCC)c(=N)n3CCN(CC)CC)c(=N)n2c1,33,0,3,3,9,0.43478260869565216
CCn1c(=N)c(C(=O)Nc2ccncc2)cc2c(N3CCNCC3)ncnc21,28,0,4,3,4,0.3157894736842105
N=c1c2nc3cc(F)ccc3cc2ncn1CCCN,20,0,3,3,3,0.21428571428571427
CCn1c(=N)n(CCN2CCN(c3ccccc3)CC2)c(=N)c2cc3ccc(=O)n(C)c3nc21,34,0,5,4,5,0.36
Cc1cc(=O)oc2cc3nc(N4CCN(c5ccccn5)CC4)n(C)c(=N)c3cc12,30,0,5,4,2,0.2727272727272727
Cn1cnc2cc3c(=N)[nH]c(N4CCN5CCC4CC5)nc3cc2c1=O,26,0,6,3,1,0.4444444444444444
CN(C)CCNc1ncnc2cc3occc(=N)c3cc12,21,0,3,3,4,0.26666666666666666
N=c1c2cc3c(=O)[nH]cnc3cc2n(C2CC2)c(=N)n1CCN1CCN(c2ccccc2)CC1,34,0,6,4,5,0.36
CC(=O)c1ccc2c(c1)c(=N)c1cccnc1n2CCCN(C)C,24,0,3,3,5,0.3157894736842105
COC(=O)c1ccc2oc3ccnc(N4CCN(C)CC4)c3c(=N)c2c1,26,0,4,3,2,0.3157894736842105
N=C(N)c1ccc(-n2cnc3cc(N4CCNCC4)ncc3c2=N)cc1,26,0,4,3,3,0.2222222222222222
CN(C)CCn1c2ccc(C(=O)c3ccccc3)cc2c2c(N3CCN(C)CC3)ncnc21,33,0,5,4,6,0.34615384615384615
CN(C)CCn1cnc2c(c(=N)c3cc(C(=O)O)ccc3n2C)c1=N,25,0,3,3,4,0.29411764705882354
CCOC(=O)c1cccn2c(=N)c3cc(C#N)c(=N)n(CCCN(C)C)c3nc12,29,0,3,3,6,0.35
N=c1[nH]c(N2CCN(CC(F)(F)F)CC2)nc2nc3c(cnc(=N)n3CCN3CCOCC3)cc12,35,0,5,3,5,0.5714285714285714
COC(=O)c1ccc2c(c1)c(=N)c1c(=N)n(CCN(C)C)cnc1n2CCCN(C)C,31,0,3,3,8,0.45454545454545453
CCn1c(=O)n(CCCN(C)C)c(=N)c2cc3c(=N)n(C)c(=O)n(C)c3cc21,28,0,3,3,5,0.47368421052631576
CN(C)CCCn1c2ccccc2c(=N)c2cc3c(cc21)c(=N)n(C)c(=O)n3C,29,0,4,4,4,0.3181818181818182
CN(C)CCn1c(=N)c2cc3c(=N)c4ccccc4n(CCN(C)C)c3cc2c2ccccc21,34,0,5,5,6,0.2857142857142857
CN(C)CCNC(=O)c1cc2c3ccccc3oc2n(CCCN2CCOCC2)c1=N,31,0,4,3,8,0.4782608695652174
Cc1cc2c(=N)c3cc4cccnc4cc3oc2c(NCCN)n1,24,0,4,4,3,0.16666666666666666
CN(C)CCn1ncc2c3oc(-c4ccncc4)cc(=N)c3cnc21,25,0,4,4,4,0.2222222222222222
CC(=O)c1ccc2ncc3c(N4CCNCC4)ncnc3c2c1,23,0,4,3,2,0.29411764705882354
CN1CCN(c2nccc3c2c(=N)n(C)c2ccc(S(C)(=O)=O)cc32)CC1,27,0,4,3,2,0.3684210526315789
CCOC(=O)c1cc2c(=N)n(C)c3nc(N4CCCC4)nc(N4CCNCC4)c3c2n(C)c1=N,34,0,5,3,4,0.5217391304347826
N=c1c2cc(F)ccc2n(CC2CC3CCN2CC3)c2ccc(C(N)=O)cc12,28,1,6,3,3,0.36363636363636365
CN(C)CCn1c(=N)c2cc3cc(C(=O)O)ccc3nc2n(-c2ccccc2)c1=N,30,0,4,4,5,0.18181818181818182
CCOC(=O)c1ccc2c(=N)c3c(N4CCNCC4)ncnc3oc2c1,26,0,4,3,3,0.3333333333333333
CCOC(=O)c1cccn2c(=N)c3c(=N)n(CC(F)(F)F)c(N4CCN(C)CC4)nc3nc12,33,0,4,3,4,0.45
CN(C)CCc1nc(=N)c2cc3c(=O)n(Cc4ccccc4)c(=N)n(C)c3cc2n1C,31,0,4,4,5,0.30434782608695654
CCn1c(=N)c2cc3c(=N)n(CCN(C)C)c(=N)n(C)c3nc2n(C)c1=N,27,0,3,3,4,0.47058823529411764
CCOC(=O)c1cc2c(=O)c3ccc(F)cc3n(C)c2n(CCN(C)C)c1=N,28,0,3,3,5,0.35
CN(C)CCn1c2cc3cccnc3cc2c(=N)c2c(=N)n(CCN3CCCC3)cnc21,32,0,5,4,6,0.4166666666666667
N=c1c2ccc(C(=O)O)cc2oc2c1ccc1ccnc(N3CCNCC3)c12,28,0,5,4,2,0.19047619047619047
CCn1c(=N)c(C(N)=O)cc2c(=N)n(CCCN(C)C)c3ncn(CCCN(C)C)c(=N)c3c21,34,0,3,3,10,0.5217391304347826
CN1CCN(c2ccc3c(=N)c4cc5cccnc5cc4n(C)c3n2)CC1,27,0,5,4,1,0.2857142857142857
CCOC(=O)c1cc(=N)n2c(ccc3c(N4CCN(C)CC4)nc(C)nc32)c1,28,0,4,3,3,0.4
Cn1c2ccc(S(C)(=O)=O)cc2c(=N)c2c(N3CCNCC3)ncnc21,26,0,4,3,2,0.35294117647058826
N=c1c2cc(C(F)(F)F)c(=N)n(CCN3CCCCC3)c2n2cncc2n1CCN1CCCCC1,35,0,5,3,6,0.625
N=c1[nH]c(=N)n(CCCN2CCOCC2)c2nc3ccc(F)cc3cc12,26,0,4,3,4,0.3888888888888889
