idx,strain_energy
O14757_Pocket2Mol_idx-in-all-generaetd-429,192.21999999999997
O14757_Pocket2Mol_idx-in-all-generaetd-430,816.1700000000001
O14757_Pocket2Mol_idx-in-all-generaetd-431,770.29
O14757_Pocket2Mol_idx-in-all-generaetd-432,441.11
O14757_Pocket2Mol_idx-in-all-generaetd-433,11248.32
O14757_Pocket2Mol_idx-in-all-generaetd-434,277.76
O14757_Pocket2Mol_idx-in-all-generaetd-435,1294.5500000000002
O14757_Pocket2Mol_idx-in-all-generaetd-436,442.71000000000004
O14757_Pocket2Mol_idx-in-all-generaetd-437,481.31
O14757_Pocket2Mol_idx-in-all-generaetd-438,719.26
O14757_Pocket2Mol_idx-in-all-generaetd-439,704.8399999999999
O14757_Pocket2Mol_idx-in-all-generaetd-440,409.26000000000005
O14757_Pocket2Mol_idx-in-all-generaetd-441,1221.99
O14757_Pocket2Mol_idx-in-all-generaetd-442,139.41
O14757_Pocket2Mol_idx-in-all-generaetd-443,803.48
O14757_Pocket2Mol_idx-in-all-generaetd-444,492.61
O14757_Pocket2Mol_idx-in-all-generaetd-445,799.1800000000001
O14757_Pocket2Mol_idx-in-all-generaetd-446,311.66999999999996
O14757_Pocket2Mol_idx-in-all-generaetd-447,1412.81
O14757_Pocket2Mol_idx-in-all-generaetd-448,332.51
O14757_Pocket2Mol_idx-in-all-generaetd-449,262.06000000000006
O14757_Pocket2Mol_idx-in-all-generaetd-450,815.1899999999998
O14757_Pocket2Mol_idx-in-all-generaetd-451,307.69
O14757_Pocket2Mol_idx-in-all-generaetd-452,788.44
O14757_Pocket2Mol_idx-in-all-generaetd-453,659.0799999999999
O14757_Pocket2Mol_idx-in-all-generaetd-454,3956.9
O14757_Pocket2Mol_idx-in-all-generaetd-455,742.85
O14757_Pocket2Mol_idx-in-all-generaetd-456,357.81
O14757_Pocket2Mol_idx-in-all-generaetd-457,782.6999999999999
O14757_Pocket2Mol_idx-in-all-generaetd-458,1021.1200000000001
O14757_Pocket2Mol_idx-in-all-generaetd-459,268.52
O14757_Pocket2Mol_idx-in-all-generaetd-460,1432.8700000000001
O14757_Pocket2Mol_idx-in-all-generaetd-461,376.55
O14757_Pocket2Mol_idx-in-all-generaetd-462,460759.32
O14757_Pocket2Mol_idx-in-all-generaetd-463,1168.17
O14757_Pocket2Mol_idx-in-all-generaetd-464,501.8299999999999
O14757_Pocket2Mol_idx-in-all-generaetd-465,832.78
O14757_Pocket2Mol_idx-in-all-generaetd-466,453.25
O14757_Pocket2Mol_idx-in-all-generaetd-467,1341.5
O14757_Pocket2Mol_idx-in-all-generaetd-468,450.07
O14757_Pocket2Mol_idx-in-all-generaetd-469,771.61
O14757_Pocket2Mol_idx-in-all-generaetd-470,1138.8500000000001
O14757_Pocket2Mol_idx-in-all-generaetd-471,1460.3600000000001
O14757_Pocket2Mol_idx-in-all-generaetd-472,451.25
O14757_Pocket2Mol_idx-in-all-generaetd-473,752.95
O14757_Pocket2Mol_idx-in-all-generaetd-474,14162.85
O14757_Pocket2Mol_idx-in-all-generaetd-475,1147.19
O14757_Pocket2Mol_idx-in-all-generaetd-476,656.63
O14757_Pocket2Mol_idx-in-all-generaetd-477,673.72
O14757_Pocket2Mol_idx-in-all-generaetd-478,979.3
O14757_Pocket2Mol_idx-in-all-generaetd-479,605.2700000000001
O14757_Pocket2Mol_idx-in-all-generaetd-480,651.6800000000001
O14757_Pocket2Mol_idx-in-all-generaetd-481,13089.02
O14757_Pocket2Mol_idx-in-all-generaetd-482,276.57
O14757_Pocket2Mol_idx-in-all-generaetd-483,679.46
O14757_Pocket2Mol_idx-in-all-generaetd-484,761.08
O14757_Pocket2Mol_idx-in-all-generaetd-485,720.37
O14757_Pocket2Mol_idx-in-all-generaetd-486,828.04
O14757_Pocket2Mol_idx-in-all-generaetd-487,272.79999999999995
O14757_Pocket2Mol_idx-in-all-generaetd-488,480.73
O14757_Pocket2Mol_idx-in-all-generaetd-489,248.32
O14757_Pocket2Mol_idx-in-all-generaetd-490,452.27
O14757_Pocket2Mol_idx-in-all-generaetd-491,791.9399999999999
O14757_Pocket2Mol_idx-in-all-generaetd-492,843.03
O14757_Pocket2Mol_idx-in-all-generaetd-493,648.23
O14757_Pocket2Mol_idx-in-all-generaetd-494,780.53
O14757_Pocket2Mol_idx-in-all-generaetd-495,3907.71
O14757_Pocket2Mol_idx-in-all-generaetd-496,121.67999999999999
O14757_Pocket2Mol_idx-in-all-generaetd-497,830.21
O14757_Pocket2Mol_idx-in-all-generaetd-498,719.5600000000001
O14757_Pocket2Mol_idx-in-all-generaetd-499,123.49000000000001
O14757_Pocket2Mol_idx-in-all-generaetd-500,778.12
O14757_Pocket2Mol_idx-in-all-generaetd-501,481.08
O14757_Pocket2Mol_idx-in-all-generaetd-502,1203.99
O14757_Pocket2Mol_idx-in-all-generaetd-503,398.97999999999996
O14757_Pocket2Mol_idx-in-all-generaetd-504,632.3
O14757_Pocket2Mol_idx-in-all-generaetd-505,1143.3600000000001
O14757_Pocket2Mol_idx-in-all-generaetd-506,440.68000000000006
O14757_Pocket2Mol_idx-in-all-generaetd-507,356.01
O14757_Pocket2Mol_idx-in-all-generaetd-508,448.21000000000004
O14757_Pocket2Mol_idx-in-all-generaetd-509,278.05
O14757_Pocket2Mol_idx-in-all-generaetd-510,3938.38
O14757_Pocket2Mol_idx-in-all-generaetd-511,1280.23
O14757_Pocket2Mol_idx-in-all-generaetd-512,771.57
O14757_Pocket2Mol_idx-in-all-generaetd-513,288.68999999999994
O14757_Pocket2Mol_idx-in-all-generaetd-514,199.34
O14757_Pocket2Mol_idx-in-all-generaetd-515,659.95
O14757_Pocket2Mol_idx-in-all-generaetd-516,253.9
O14757_Pocket2Mol_idx-in-all-generaetd-517,755.54
O14757_Pocket2Mol_idx-in-all-generaetd-518,2070.0899999999997
O14757_Pocket2Mol_idx-in-all-generaetd-519,1138.5
O14757_Pocket2Mol_idx-in-all-generaetd-520,746.25
O14757_Pocket2Mol_idx-in-all-generaetd-521,816.7100000000002
O14757_Pocket2Mol_idx-in-all-generaetd-522,744.1199999999999
O14757_Pocket2Mol_idx-in-all-generaetd-523,268.64
O14757_Pocket2Mol_idx-in-all-generaetd-524,756.0
O14757_Pocket2Mol_idx-in-all-generaetd-525,745.15
O14757_Pocket2Mol_idx-in-all-generaetd-526,532.98
O14757_Pocket2Mol_idx-in-all-generaetd-527,817.25
O14757_Pocket2Mol_idx-in-all-generaetd-528,2331.33
O14757_Pocket2Mol_idx-in-all-generaetd-529,268.28
O14757_Pocket2Mol_idx-in-all-generaetd-530,885.98
O14757_Pocket2Mol_idx-in-all-generaetd-531,745.8100000000001
O14757_Pocket2Mol_idx-in-all-generaetd-532,835.27
O14757_Pocket2Mol_idx-in-all-generaetd-533,868.14
O14757_Pocket2Mol_idx-in-all-generaetd-534,912.48
O14757_Pocket2Mol_idx-in-all-generaetd-535,296.45000000000005
O14757_Pocket2Mol_idx-in-all-generaetd-536,800.08
O14757_Pocket2Mol_idx-in-all-generaetd-537,282.37
O14757_Pocket2Mol_idx-in-all-generaetd-538,333.79
O14757_Pocket2Mol_idx-in-all-generaetd-539,270.7
O14757_Pocket2Mol_idx-in-all-generaetd-540,299.18
O14757_Pocket2Mol_idx-in-all-generaetd-541,319.93999999999994
O14757_Pocket2Mol_idx-in-all-generaetd-542,1868.89
O14757_Pocket2Mol_idx-in-all-generaetd-543,268.86
O14757_Pocket2Mol_idx-in-all-generaetd-544,675.8499999999999
O14757_Pocket2Mol_idx-in-all-generaetd-545,956.51
O14757_Pocket2Mol_idx-in-all-generaetd-546,298.53000000000003
O14757_Pocket2Mol_idx-in-all-generaetd-547,281724.99000000005
O14757_Pocket2Mol_idx-in-all-generaetd-548,6662.36
O14757_Pocket2Mol_idx-in-all-generaetd-549,853.0799999999999
O14757_Pocket2Mol_idx-in-all-generaetd-550,533.4799999999999
O14757_Pocket2Mol_idx-in-all-generaetd-551,812.45
O14757_Pocket2Mol_idx-in-all-generaetd-552,435.63
O14757_Pocket2Mol_idx-in-all-generaetd-553,25584.68
O14757_Pocket2Mol_idx-in-all-generaetd-554,240.23
O14757_Pocket2Mol_idx-in-all-generaetd-555,283.55
O14757_Pocket2Mol_idx-in-all-generaetd-556,916.42
O14757_Pocket2Mol_idx-in-all-generaetd-557,627.92
O14757_Pocket2Mol_idx-in-all-generaetd-558,3888.3
O14757_Pocket2Mol_idx-in-all-generaetd-559,738.76
O14757_Pocket2Mol_idx-in-all-generaetd-560,906.67
O14757_Pocket2Mol_idx-in-all-generaetd-561,835.41
O14757_Pocket2Mol_idx-in-all-generaetd-562,6681.280000000001
O14757_Pocket2Mol_idx-in-all-generaetd-563,917.8899999999999
O14757_Pocket2Mol_idx-in-all-generaetd-564,481.38000000000005
O14757_Pocket2Mol_idx-in-all-generaetd-565,572.48
O14757_Pocket2Mol_idx-in-all-generaetd-566,778.63
O14757_Pocket2Mol_idx-in-all-generaetd-567,700.0899999999999
O14757_Pocket2Mol_idx-in-all-generaetd-568,363.01
O14757_Pocket2Mol_idx-in-all-generaetd-569,1164.94
O14757_Pocket2Mol_idx-in-all-generaetd-570,239.79
O14757_Pocket2Mol_idx-in-all-generaetd-571,937.5399999999998
O14757_Pocket2Mol_idx-in-all-generaetd-572,489.61
O14757_Pocket2Mol_idx-in-all-generaetd-573,349.86
O14757_Pocket2Mol_idx-in-all-generaetd-574,681.4
O14757_Pocket2Mol_idx-in-all-generaetd-575,
O14757_Pocket2Mol_idx-in-all-generaetd-576,502.15999999999997
O14757_Pocket2Mol_idx-in-all-generaetd-577,285.63
O14757_Pocket2Mol_idx-in-all-generaetd-578,806.15
O14757_Pocket2Mol_idx-in-all-generaetd-579,772.49
O14757_Pocket2Mol_idx-in-all-generaetd-580,491.6
O14757_Pocket2Mol_idx-in-all-generaetd-581,613.93
O14757_Pocket2Mol_idx-in-all-generaetd-582,1825.6299999999999
O14757_Pocket2Mol_idx-in-all-generaetd-583,1083.84
O14757_Pocket2Mol_idx-in-all-generaetd-584,136.0
O14757_Pocket2Mol_idx-in-all-generaetd-585,382.87
O14757_Pocket2Mol_idx-in-all-generaetd-586,491.80999999999995
O14757_Pocket2Mol_idx-in-all-generaetd-587,457.25
O14757_Pocket2Mol_idx-in-all-generaetd-588,471.83
O14757_Pocket2Mol_idx-in-all-generaetd-589,1410.2600000000002
O14757_Pocket2Mol_idx-in-all-generaetd-590,506.75
O14757_Pocket2Mol_idx-in-all-generaetd-591,257.72
O14757_Pocket2Mol_idx-in-all-generaetd-592,211.92999999999998
O14757_Pocket2Mol_idx-in-all-generaetd-593,539.76
O14757_Pocket2Mol_idx-in-all-generaetd-594,477.97
O14757_Pocket2Mol_idx-in-all-generaetd-595,471.14
O14757_Pocket2Mol_idx-in-all-generaetd-596,1201.88
O14757_Pocket2Mol_idx-in-all-generaetd-597,288.63
O14757_Pocket2Mol_idx-in-all-generaetd-598,819.0400000000001
O14757_Pocket2Mol_idx-in-all-generaetd-599,811.17
O14757_Pocket2Mol_idx-in-all-generaetd-600,1175.76
O14757_Pocket2Mol_idx-in-all-generaetd-601,1228.38
O14757_Pocket2Mol_idx-in-all-generaetd-602,14151.26
O14757_Pocket2Mol_idx-in-all-generaetd-603,746.94
O14757_Pocket2Mol_idx-in-all-generaetd-604,524.3100000000001
O14757_Pocket2Mol_idx-in-all-generaetd-605,749.16
O14757_Pocket2Mol_idx-in-all-generaetd-606,222.11
O14757_Pocket2Mol_idx-in-all-generaetd-607,234.54
O14757_Pocket2Mol_idx-in-all-generaetd-608,281.43
O14757_Pocket2Mol_idx-in-all-generaetd-609,769.81
O14757_Pocket2Mol_idx-in-all-generaetd-610,2636.8999999999996
O14757_Pocket2Mol_idx-in-all-generaetd-611,395.94
O14757_Pocket2Mol_idx-in-all-generaetd-612,632.54
O14757_Pocket2Mol_idx-in-all-generaetd-613,836.3599999999999
O14757_Pocket2Mol_idx-in-all-generaetd-614,624.69
O14757_Pocket2Mol_idx-in-all-generaetd-615,267.42
O14757_Pocket2Mol_idx-in-all-generaetd-616,6756.09
O14757_Pocket2Mol_idx-in-all-generaetd-617,1142.8300000000002
O14757_Pocket2Mol_idx-in-all-generaetd-618,3927.25
O14757_Pocket2Mol_idx-in-all-generaetd-619,619.7099999999999
O14757_Pocket2Mol_idx-in-all-generaetd-620,47562.95
O14757_Pocket2Mol_idx-in-all-generaetd-621,665.62
O14757_Pocket2Mol_idx-in-all-generaetd-622,754.36
O14757_Pocket2Mol_idx-in-all-generaetd-623,245.96000000000004
O14757_Pocket2Mol_idx-in-all-generaetd-624,519.8
O14757_Pocket2Mol_idx-in-all-generaetd-625,530.8900000000001
O14757_Pocket2Mol_idx-in-all-generaetd-626,521.0
O14757_Pocket2Mol_idx-in-all-generaetd-627,1398.04
O14757_Pocket2Mol_idx-in-all-generaetd-628,1163.91
O14757_Pocket2Mol_idx-in-all-generaetd-629,2952.94
O14757_Pocket2Mol_idx-in-all-generaetd-630,716.04
O14757_Pocket2Mol_idx-in-all-generaetd-631,646.19
O14757_Pocket2Mol_idx-in-all-generaetd-632,2965.19
O14757_Pocket2Mol_idx-in-all-generaetd-633,247.54000000000002
O14757_Pocket2Mol_idx-in-all-generaetd-634,378.23
O14757_Pocket2Mol_idx-in-all-generaetd-635,1035.03
O14757_Pocket2Mol_idx-in-all-generaetd-636,762.22
O14757_Pocket2Mol_idx-in-all-generaetd-637,629.1099999999999
O14757_Pocket2Mol_idx-in-all-generaetd-638,233.41
O14757_Pocket2Mol_idx-in-all-generaetd-639,378.12
O14757_Pocket2Mol_idx-in-all-generaetd-640,14139.119999999999
O14757_Pocket2Mol_idx-in-all-generaetd-641,328.03
O14757_Pocket2Mol_idx-in-all-generaetd-642,622.97
O14757_Pocket2Mol_idx-in-all-generaetd-643,712.4200000000001
O14757_Pocket2Mol_idx-in-all-generaetd-644,707.78
O14757_Pocket2Mol_idx-in-all-generaetd-645,209.89
O14757_Pocket2Mol_idx-in-all-generaetd-646,783.86
O14757_Pocket2Mol_idx-in-all-generaetd-647,735.51
O14757_Pocket2Mol_idx-in-all-generaetd-648,5741.99
O14757_Pocket2Mol_idx-in-all-generaetd-649,260.7
O14757_Pocket2Mol_idx-in-all-generaetd-650,6704.030000000001
O14757_Pocket2Mol_idx-in-all-generaetd-651,531.77
O14757_Pocket2Mol_idx-in-all-generaetd-652,706.25
O14757_Pocket2Mol_idx-in-all-generaetd-653,826.3799999999999
O14757_Pocket2Mol_idx-in-all-generaetd-654,266.28
O14757_Pocket2Mol_idx-in-all-generaetd-655,302.78
O14757_Pocket2Mol_idx-in-all-generaetd-656,692.09
O14757_Pocket2Mol_idx-in-all-generaetd-657,506.73999999999995
O14757_Pocket2Mol_idx-in-all-generaetd-658,297.54
O14757_Pocket2Mol_idx-in-all-generaetd-659,450.59000000000003
O14757_Pocket2Mol_idx-in-all-generaetd-660,516.9
O14757_Pocket2Mol_idx-in-all-generaetd-661,585.26
O14757_Pocket2Mol_idx-in-all-generaetd-662,276.83
O14757_Pocket2Mol_idx-in-all-generaetd-663,515.5600000000001
O14757_Pocket2Mol_idx-in-all-generaetd-664,671.77
O14757_Pocket2Mol_idx-in-all-generaetd-665,3846.75
O14757_Pocket2Mol_idx-in-all-generaetd-666,751.64
O14757_Pocket2Mol_idx-in-all-generaetd-667,603.5
O14757_Pocket2Mol_idx-in-all-generaetd-668,143.57000000000002
O14757_Pocket2Mol_idx-in-all-generaetd-669,843.79
O14757_Pocket2Mol_idx-in-all-generaetd-670,466.34000000000003
O14757_Pocket2Mol_idx-in-all-generaetd-671,291.89
O14757_Pocket2Mol_idx-in-all-generaetd-672,706.8199999999999
O14757_Pocket2Mol_idx-in-all-generaetd-673,733.72
O14757_Pocket2Mol_idx-in-all-generaetd-674,1152.69
O14757_Pocket2Mol_idx-in-all-generaetd-675,720.51
O14757_Pocket2Mol_idx-in-all-generaetd-676,1050.18
O14757_Pocket2Mol_idx-in-all-generaetd-677,238.49
O14757_Pocket2Mol_idx-in-all-generaetd-678,3938.22
O14757_Pocket2Mol_idx-in-all-generaetd-679,201.25
O14757_Pocket2Mol_idx-in-all-generaetd-680,663.46
O14757_Pocket2Mol_idx-in-all-generaetd-681,830.87
O14757_Pocket2Mol_idx-in-all-generaetd-682,847.4300000000001
O14757_Pocket2Mol_idx-in-all-generaetd-683,1156.9299999999998
O14757_Pocket2Mol_idx-in-all-generaetd-684,853.2900000000001
O14757_Pocket2Mol_idx-in-all-generaetd-685,767.75
O14757_Pocket2Mol_idx-in-all-generaetd-686,807.6499999999999
O14757_Pocket2Mol_idx-in-all-generaetd-687,776.57
O14757_Pocket2Mol_idx-in-all-generaetd-688,2972.94
O14757_Pocket2Mol_idx-in-all-generaetd-689,1102.99
O14757_Pocket2Mol_idx-in-all-generaetd-690,459.03999999999996
O14757_Pocket2Mol_idx-in-all-generaetd-691,267.53000000000003
O14757_Pocket2Mol_idx-in-all-generaetd-692,799.27
O14757_Pocket2Mol_idx-in-all-generaetd-693,732.36
O14757_Pocket2Mol_idx-in-all-generaetd-694,611.75
O14757_Pocket2Mol_idx-in-all-generaetd-695,486.16999999999996
O14757_Pocket2Mol_idx-in-all-generaetd-696,928.93
O14757_Pocket2Mol_idx-in-all-generaetd-697,838.06
O14757_Pocket2Mol_idx-in-all-generaetd-698,2738.56
O14757_Pocket2Mol_idx-in-all-generaetd-699,4006.0299999999997
O14757_Pocket2Mol_idx-in-all-generaetd-700,660.1700000000001
O14757_Pocket2Mol_idx-in-all-generaetd-701,428.78999999999996
O14757_Pocket2Mol_idx-in-all-generaetd-702,778.38
O14757_Pocket2Mol_idx-in-all-generaetd-703,665.76
O14757_Pocket2Mol_idx-in-all-generaetd-704,737.2
O14757_Pocket2Mol_idx-in-all-generaetd-705,467.46000000000004
O14757_Pocket2Mol_idx-in-all-generaetd-706,577.8100000000001
O14757_Pocket2Mol_idx-in-all-generaetd-707,872.8600000000001
O14757_Pocket2Mol_idx-in-all-generaetd-708,618.35
O14757_Pocket2Mol_idx-in-all-generaetd-709,258.89
O14757_Pocket2Mol_idx-in-all-generaetd-710,1221.73
O14757_Pocket2Mol_idx-in-all-generaetd-711,811.7400000000001
O14757_Pocket2Mol_idx-in-all-generaetd-712,341.67999999999995
O14757_Pocket2Mol_idx-in-all-generaetd-713,172.13
O14757_Pocket2Mol_idx-in-all-generaetd-714,798.03
O14757_Pocket2Mol_idx-in-all-generaetd-715,243.42000000000002
O14757_Pocket2Mol_idx-in-all-generaetd-716,374.39
O14757_Pocket2Mol_idx-in-all-generaetd-717,268.89
O14757_Pocket2Mol_idx-in-all-generaetd-718,731.78
O14757_Pocket2Mol_idx-in-all-generaetd-719,305.21
O14757_Pocket2Mol_idx-in-all-generaetd-720,278.75
O14757_Pocket2Mol_idx-in-all-generaetd-721,814.97
O14757_Pocket2Mol_idx-in-all-generaetd-722,155.64
O14757_Pocket2Mol_idx-in-all-generaetd-723,273.84999999999997
O14757_Pocket2Mol_idx-in-all-generaetd-724,6848.49
O14757_Pocket2Mol_idx-in-all-generaetd-725,102.24999999999999
O14757_Pocket2Mol_idx-in-all-generaetd-726,3909.05
O14757_Pocket2Mol_idx-in-all-generaetd-727,297.2
O14757_Pocket2Mol_idx-in-all-generaetd-728,105.19000000000001
O14757_Pocket2Mol_idx-in-all-generaetd-729,657.51
O14757_Pocket2Mol_idx-in-all-generaetd-730,528.21
O14757_Pocket2Mol_idx-in-all-generaetd-731,806.71
O14757_Pocket2Mol_idx-in-all-generaetd-732,14168.289999999999
O14757_Pocket2Mol_idx-in-all-generaetd-733,851.2500000000001
O14757_Pocket2Mol_idx-in-all-generaetd-734,238.62999999999997
O14757_Pocket2Mol_idx-in-all-generaetd-735,456.84000000000003
O14757_Pocket2Mol_idx-in-all-generaetd-736,294.75
O14757_Pocket2Mol_idx-in-all-generaetd-737,250.85
O14757_Pocket2Mol_idx-in-all-generaetd-738,597.65
O14757_Pocket2Mol_idx-in-all-generaetd-739,771.8299999999999
O14757_Pocket2Mol_idx-in-all-generaetd-740,753.29
O14757_Pocket2Mol_idx-in-all-generaetd-741,1341.05
O14757_Pocket2Mol_idx-in-all-generaetd-742,1382.86
O14757_Pocket2Mol_idx-in-all-generaetd-743,820.4900000000001
O14757_Pocket2Mol_idx-in-all-generaetd-744,1485.64
O14757_Pocket2Mol_idx-in-all-generaetd-745,839.3600000000001
O14757_Pocket2Mol_idx-in-all-generaetd-746,1136.28
O14757_Pocket2Mol_idx-in-all-generaetd-747,768.14
O14757_Pocket2Mol_idx-in-all-generaetd-748,657.98
O14757_Pocket2Mol_idx-in-all-generaetd-749,341.75
O14757_Pocket2Mol_idx-in-all-generaetd-750,657.36
O14757_Pocket2Mol_idx-in-all-generaetd-751,776.19
O14757_Pocket2Mol_idx-in-all-generaetd-752,727.65
O14757_Pocket2Mol_idx-in-all-generaetd-753,430.16999999999996
O14757_Pocket2Mol_idx-in-all-generaetd-754,759.49
O14757_Pocket2Mol_idx-in-all-generaetd-755,844.4399999999999
O14757_Pocket2Mol_idx-in-all-generaetd-756,226.2
O14757_Pocket2Mol_idx-in-all-generaetd-757,1057.8700000000001
O14757_Pocket2Mol_idx-in-all-generaetd-758,515.1800000000001
O14757_Pocket2Mol_idx-in-all-generaetd-759,1200.9499999999998
O14757_Pocket2Mol_idx-in-all-generaetd-760,274.59999999999997
O14757_Pocket2Mol_idx-in-all-generaetd-761,479.64000000000004
O14757_Pocket2Mol_idx-in-all-generaetd-762,270.38
O14757_Pocket2Mol_idx-in-all-generaetd-763,936.56
O14757_Pocket2Mol_idx-in-all-generaetd-764,546.63
O14757_Pocket2Mol_idx-in-all-generaetd-765,1174.28
O14757_Pocket2Mol_idx-in-all-generaetd-766,371.37
O14757_Pocket2Mol_idx-in-all-generaetd-767,3934.57
O14757_Pocket2Mol_idx-in-all-generaetd-768,888.49
O14757_Pocket2Mol_idx-in-all-generaetd-769,285.05999999999995
O14757_Pocket2Mol_idx-in-all-generaetd-770,282.32000000000005
O14757_Pocket2Mol_idx-in-all-generaetd-771,603.97
O14757_Pocket2Mol_idx-in-all-generaetd-772,1150.1999999999998
O14757_Pocket2Mol_idx-in-all-generaetd-773,319.54
O14757_Pocket2Mol_idx-in-all-generaetd-774,319.82
O14757_Pocket2Mol_idx-in-all-generaetd-775,656.73
O14757_Pocket2Mol_idx-in-all-generaetd-776,529.28
O14757_Pocket2Mol_idx-in-all-generaetd-777,99.48
O14757_Pocket2Mol_idx-in-all-generaetd-778,224.17000000000002
O14757_Pocket2Mol_idx-in-all-generaetd-779,611.74
O14757_Pocket2Mol_idx-in-all-generaetd-780,1411.6100000000001
O14757_Pocket2Mol_idx-in-all-generaetd-781,710.94
O14757_Pocket2Mol_idx-in-all-generaetd-782,3787.26
O14757_Pocket2Mol_idx-in-all-generaetd-783,241.29000000000002
O14757_Pocket2Mol_idx-in-all-generaetd-784,8647.6
O14757_Pocket2Mol_idx-in-all-generaetd-785,363.78999999999996
O14757_Pocket2Mol_idx-in-all-generaetd-786,161.89000000000001
O14757_Pocket2Mol_idx-in-all-generaetd-787,825.89
O14757_Pocket2Mol_idx-in-all-generaetd-788,363.17
O14757_Pocket2Mol_idx-in-all-generaetd-789,528.5999999999999
O14757_Pocket2Mol_idx-in-all-generaetd-790,449.61
O14757_Pocket2Mol_idx-in-all-generaetd-791,252.17000000000002
O14757_Pocket2Mol_idx-in-all-generaetd-792,563.4
O14757_Pocket2Mol_idx-in-all-generaetd-793,633.8100000000001
O14757_Pocket2Mol_idx-in-all-generaetd-794,3949.51
O14757_Pocket2Mol_idx-in-all-generaetd-795,11294.14
O14757_Pocket2Mol_idx-in-all-generaetd-796,254.72
O14757_Pocket2Mol_idx-in-all-generaetd-797,582.86
O14757_Pocket2Mol_idx-in-all-generaetd-798,3960.4300000000003
O14757_Pocket2Mol_idx-in-all-generaetd-799,736.55
O14757_Pocket2Mol_idx-in-all-generaetd-800,462.89
O14757_Pocket2Mol_idx-in-all-generaetd-801,699.4300000000001
O14757_Pocket2Mol_idx-in-all-generaetd-802,1311.6599999999999
O14757_Pocket2Mol_idx-in-all-generaetd-803,854.0199999999999
O14757_Pocket2Mol_idx-in-all-generaetd-804,195.28
O14757_Pocket2Mol_idx-in-all-generaetd-805,378.25
O14757_Pocket2Mol_idx-in-all-generaetd-806,311.79999999999995
O14757_Pocket2Mol_idx-in-all-generaetd-807,738.6800000000001
O14757_Pocket2Mol_idx-in-all-generaetd-808,1141.1200000000001
O14757_Pocket2Mol_idx-in-all-generaetd-809,208.85
O14757_Pocket2Mol_idx-in-all-generaetd-810,288.87
O14757_Pocket2Mol_idx-in-all-generaetd-811,380.23
O14757_Pocket2Mol_idx-in-all-generaetd-812,270.74
O14757_Pocket2Mol_idx-in-all-generaetd-813,764.69
O14757_Pocket2Mol_idx-in-all-generaetd-814,706.26
O14757_Pocket2Mol_idx-in-all-generaetd-815,284.48
O14757_Pocket2Mol_idx-in-all-generaetd-816,288.95000000000005
O14757_Pocket2Mol_idx-in-all-generaetd-817,527.8299999999999
O14757_Pocket2Mol_idx-in-all-generaetd-818,3634.33
O14757_Pocket2Mol_idx-in-all-generaetd-819,748.56
O14757_Pocket2Mol_idx-in-all-generaetd-820,868.4300000000001
O14757_Pocket2Mol_idx-in-all-generaetd-821,2274.8
O14757_Pocket2Mol_idx-in-all-generaetd-822,69.5
O14757_Pocket2Mol_idx-in-all-generaetd-823,839.76
O14757_Pocket2Mol_idx-in-all-generaetd-824,699.16
O14757_Pocket2Mol_idx-in-all-generaetd-825,1178.21
O14757_Pocket2Mol_idx-in-all-generaetd-826,754.52
O14757_Pocket2Mol_idx-in-all-generaetd-827,222.54
O14757_Pocket2Mol_idx-in-all-generaetd-828,146.28
O14757_Pocket2Mol_idx-in-all-generaetd-829,221.33999999999997
O14757_Pocket2Mol_idx-in-all-generaetd-830,1394.3300000000002
O14757_Pocket2Mol_idx-in-all-generaetd-831,748.0600000000001
O14757_Pocket2Mol_idx-in-all-generaetd-832,303.81
O14757_Pocket2Mol_idx-in-all-generaetd-833,349.8
O14757_Pocket2Mol_idx-in-all-generaetd-834,915.2099999999999
O14757_Pocket2Mol_idx-in-all-generaetd-835,206.40999999999997
O14757_Pocket2Mol_idx-in-all-generaetd-836,672.49
O14757_Pocket2Mol_idx-in-all-generaetd-837,863.3299999999999
O14757_Pocket2Mol_idx-in-all-generaetd-838,1137.8200000000002
O14757_Pocket2Mol_idx-in-all-generaetd-839,817.7199999999999
O14757_Pocket2Mol_idx-in-all-generaetd-840,823.1999999999999
O14757_Pocket2Mol_idx-in-all-generaetd-841,277.14
O14757_Pocket2Mol_idx-in-all-generaetd-842,550.46
O14757_Pocket2Mol_idx-in-all-generaetd-843,374.67
O14757_Pocket2Mol_idx-in-all-generaetd-844,790.9000000000001
O14757_Pocket2Mol_idx-in-all-generaetd-845,781.74
O14757_Pocket2Mol_idx-in-all-generaetd-846,283.36
O14757_Pocket2Mol_idx-in-all-generaetd-847,774.3
O14757_Pocket2Mol_idx-in-all-generaetd-848,779.85
O14757_Pocket2Mol_idx-in-all-generaetd-849,461.9
O14757_Pocket2Mol_idx-in-all-generaetd-850,351.79
O14757_Pocket2Mol_idx-in-all-generaetd-851,190.08000000000004
O14757_Pocket2Mol_idx-in-all-generaetd-852,817.3900000000001
O14757_Pocket2Mol_idx-in-all-generaetd-853,758.31
O14757_Pocket2Mol_idx-in-all-generaetd-854,765.1700000000001
O14757_Pocket2Mol_idx-in-all-generaetd-855,270.09
O14757_Pocket2Mol_idx-in-all-generaetd-856,233.38
O14757_Pocket2Mol_idx-in-all-generaetd-857,648.47
O14757_Pocket2Mol_idx-in-all-generaetd-858,787.86
O14757_Pocket2Mol_idx-in-all-generaetd-859,432.94000000000005
